Source,Target,Type,Label
Bill Baar,Maurice Franklin,Undirected,THE ADVENTURES OF JANE ARDEN
Bill Baar,Ruth Yorke,Undirected,THE ADVENTURES OF JANE ARDEN
Frank Provo,Helene Dumas,Undirected,THE ADVENTURES OF JANE ARDEN
Frank Provo,Henry Wadsworth,Undirected,THE ADVENTURES OF JANE ARDEN
Frank Provo,Maurice Franklin,Undirected,THE ADVENTURES OF JANE ARDEN
Frank Provo,Ruth Yorke,Undirected,THE ADVENTURES OF JANE ARDEN
Helene Dumas,Henry Wadsworth,Undirected,THE ADVENTURES OF JANE ARDEN
Helene Dumas,Maurice Franklin,Undirected,THE ADVENTURES OF JANE ARDEN
Helene Dumas,Ruth Yorke,Undirected,THE ADVENTURES OF JANE ARDEN
Henry Wadsworth,Maurice Franklin,Undirected,THE ADVENTURES OF JANE ARDEN
Henry Wadsworth,Ruth Yorke,Undirected,THE ADVENTURES OF JANE ARDEN
Maurice Franklin,Ruth Yorke,Undirected,THE ADVENTURES OF JANE ARDEN
Charles Arlington,Dorothy Donahue,Undirected,THE ADVENTURES OF MICHAEL SHAYNE
Charles Arlington,Vinton Hayworth,Undirected,THE ADVENTURES OF MICHAEL SHAYNE
Dorothy Donahue,Vinton Hayworth,Undirected,THE ADVENTURES OF MICHAEL SHAYNE
Don Stanley,Elliott Lewis,Undirected,THE ADVENTURES OF NERO WOLFE
Don Stanley,Sidney Greenstreet,Undirected,THE ADVENTURES OF NERO WOLFE
Elliott Lewis,Sidney Greenstreet,Undirected,THE ADVENTURES OF NERO WOLFE
David Nelson,Harriet Nelson,Undirected,THE ADVENTURES OF OZZIE AND HARRIET
David Nelson,Ozzie Nelson,Undirected,THE ADVENTURES OF OZZIE AND HARRIET
David Nelson,Ricky Nelson,Undirected,THE ADVENTURES OF OZZIE AND HARRIET
Harriet Nelson,Ozzie Nelson,Undirected,THE ADVENTURES OF OZZIE AND HARRIET
Harriet Nelson,Ricky Nelson,Undirected,THE ADVENTURES OF OZZIE AND HARRIET
Ozzie Nelson,Ricky Nelson,Undirected,THE ADVENTURES OF OZZIE AND HARRIET
Marjorie Westbury,Peter Cook,Undirected,THE ADVENTURES OF PAUL TEMPLE 
Alan Reed,Larry Thor,Undirected,THE ADVENTURES OF ROBIN HOOD
Alan Reed,Robert Clark,Undirected,THE ADVENTURES OF ROBIN HOOD
Larry Thor,Robert Clark,Undirected,THE ADVENTURES OF ROBIN HOOD
Jack Moyles,Jay Novello,Undirected,THE ADVENTURES OF ROCKY JORDAN
Jack Moyles,Larry Thor,Undirected,THE ADVENTURES OF ROCKY JORDAN
Jay Novello,Larry Thor,Undirected,THE ADVENTURES OF ROCKY JORDAN
Billy Fletcher,Herb Lytton,Undirected,THE ADVENTURES OF SALLY IN HOLLYWOOD LAND
Billy Fletcher,June Foray,Undirected,THE ADVENTURES OF SALLY IN HOLLYWOOD LAND
Billy Fletcher,Norma Jean Nilsson,Undirected,THE ADVENTURES OF SALLY IN HOLLYWOOD LAND
Billy Fletcher,Sarah Brenner,Undirected,THE ADVENTURES OF SALLY IN HOLLYWOOD LAND
Billy Fletcher,Theodore Von Eltz,Undirected,THE ADVENTURES OF SALLY IN HOLLYWOOD LAND
Herb Lytton,June Foray,Undirected,THE ADVENTURES OF SALLY IN HOLLYWOOD LAND
Herb Lytton,Norma Jean Nilsson,Undirected,THE ADVENTURES OF SALLY IN HOLLYWOOD LAND
Herb Lytton,Sarah Brenner,Undirected,THE ADVENTURES OF SALLY IN HOLLYWOOD LAND
Herb Lytton,Theodore Von Eltz,Undirected,THE ADVENTURES OF SALLY IN HOLLYWOOD LAND
June Foray,Norma Jean Nilsson,Undirected,THE ADVENTURES OF SALLY IN HOLLYWOOD LAND
June Foray,Sarah Brenner,Undirected,THE ADVENTURES OF SALLY IN HOLLYWOOD LAND
June Foray,Theodore Von Eltz,Undirected,THE ADVENTURES OF SALLY IN HOLLYWOOD LAND
Norma Jean Nilsson,Sarah Brenner,Undirected,THE ADVENTURES OF SALLY IN HOLLYWOOD LAND
Norma Jean Nilsson,Theodore Von Eltz,Undirected,THE ADVENTURES OF SALLY IN HOLLYWOOD LAND
Sarah Brenner,Theodore Von Eltz,Undirected,THE ADVENTURES OF SALLY IN HOLLYWOOD LAND
Lurene Tuttle,Steve Dunn,Undirected,THE ADVENTURES OF SAM SPADE
Al Pearce,Johnny Wolfe,Undirected,THE AL PEARCE SHOW
Diane Courtney,Ed Begley,Undirected,THE ALAN YOUNG SHOW
Diane Courtney,Jean Gillespie,Undirected,THE ALAN YOUNG SHOW
Diane Courtney,Jim Backus,Undirected,THE ALAN YOUNG SHOW
Diane Courtney,Michael Roy,Undirected,THE ALAN YOUNG SHOW
Ed Begley,Jean Gillespie,Undirected,THE ALAN YOUNG SHOW
Ed Begley,Jim Backus,Undirected,THE ALAN YOUNG SHOW
Ed Begley,Michael Roy,Undirected,THE ALAN YOUNG SHOW
Jean Gillespie,Jim Backus,Undirected,THE ALAN YOUNG SHOW
Jean Gillespie,Michael Roy,Undirected,THE ALAN YOUNG SHOW
Jim Backus,Michael Roy,Undirected,THE ALAN YOUNG SHOW
John Beal,Will Wright,Undirected,THE AMAZING MR. TUTT
Andre Baruch,Curt Massey,Undirected,THE ANDREWS SISTERS
Andre Baruch,The Andrews Sisters,Undirected,THE ANDREWS SISTERS
Curt Massey,The Andrews Sisters,Undirected,THE ANDREWS SISTERS
Dick Janiver,James Monks,Undirected,THE AVENGER
Fanny Bryce,Hanley Stafford,Undirected,THE BABY SNOOKS SHOW
Bud Hiestand,Feg Murray,Undirected,THE BAKER'S BROADCAST
Bud Hiestand,Harriet Hilliard,Undirected,THE BAKER'S BROADCAST
Bud Hiestand,Ozzie Nelson,Undirected,THE BAKER'S BROADCAST
Feg Murray,Harriet Hilliard,Undirected,THE BAKER'S BROADCAST
Feg Murray,Ozzie Nelson,Undirected,THE BAKER'S BROADCAST
Harriet Hilliard,Ozzie Nelson,Undirected,THE BAKER'S BROADCAST
Amanda Randolph,Ernie Whitman,Undirected,THE BEULAH SHOW
Amanda Randolph,Hugh Studebaker,Undirected,THE BEULAH SHOW
Amanda Randolph,Johnny Jacobs,Undirected,THE BEULAH SHOW
Amanda Randolph,Mary Jane Croft,Undirected,THE BEULAH SHOW
Amanda Randolph,Ruby Dandridge,Undirected,THE BEULAH SHOW
Amanda Randolph,Sammie Ogg,Undirected,THE BEULAH SHOW
Ernie Whitman,Hugh Studebaker,Undirected,THE BEULAH SHOW
Ernie Whitman,Johnny Jacobs,Undirected,THE BEULAH SHOW
Ernie Whitman,Mary Jane Croft,Undirected,THE BEULAH SHOW
Ernie Whitman,Ruby Dandridge,Undirected,THE BEULAH SHOW
Ernie Whitman,Sammie Ogg,Undirected,THE BEULAH SHOW
Hugh Studebaker,Johnny Jacobs,Undirected,THE BEULAH SHOW
Hugh Studebaker,Mary Jane Croft,Undirected,THE BEULAH SHOW
Hugh Studebaker,Ruby Dandridge,Undirected,THE BEULAH SHOW
Hugh Studebaker,Sammie Ogg,Undirected,THE BEULAH SHOW
Johnny Jacobs,Mary Jane Croft,Undirected,THE BEULAH SHOW
Johnny Jacobs,Ruby Dandridge,Undirected,THE BEULAH SHOW
Johnny Jacobs,Sammie Ogg,Undirected,THE BEULAH SHOW
Mary Jane Croft,Ruby Dandridge,Undirected,THE BEULAH SHOW
Mary Jane Croft,Sammie Ogg,Undirected,THE BEULAH SHOW
Ruby Dandridge,Sammie Ogg,Undirected,THE BEULAH SHOW
Frances Langford,Lew Parker,Undirected,THE BICKERSONS
David Anderson,Fred Collins,Undirected,THE BIG GUY
David Anderson,Joan Laser,Undirected,THE BIG GUY
David Anderson,John Calvin,Undirected,THE BIG GUY
Fred Collins,Joan Laser,Undirected,THE BIG GUY
Fred Collins,John Calvin,Undirected,THE BIG GUY
Joan Laser,John Calvin,Undirected,THE BIG GUY
Bing Crosby,Harry Von Zell,Undirected,THE BING CROSBY SHOW
Bob Elliot,Ray Goulding,Undirected,THE BOB AND RAY SHOW
Bob Crosby,Bob Crosby And The Bobcats,Undirected,THE BOB CROSBY SHOW
Bob Crosby,Jeri Sullivan,Undirected,THE BOB CROSBY SHOW
Bob Crosby,Larry Keating,Undirected,THE BOB CROSBY SHOW
Bob Crosby,The Town Criers,Undirected,THE BOB CROSBY SHOW
Bob Crosby And The Bobcats,Jeri Sullivan,Undirected,THE BOB CROSBY SHOW
Bob Crosby And The Bobcats,Larry Keating,Undirected,THE BOB CROSBY SHOW
Bob Crosby And The Bobcats,The Town Criers,Undirected,THE BOB CROSBY SHOW
Jeri Sullivan,Larry Keating,Undirected,THE BOB CROSBY SHOW
Jeri Sullivan,The Town Criers,Undirected,THE BOB CROSBY SHOW
Larry Keating,The Town Criers,Undirected,THE BOB CROSBY SHOW
Bob Hope,Fred Uttal,Undirected,THE BOB HOPE SHOW
Elliott Lewis,Howard Mcnear,Undirected,THE CASEBOOK OF GREGORY HOOD
Anita Gordon,Charlie Mccarthy,Undirected,THE CHARLIE MCCARTHY SHOW
Anita Gordon,Edgar Bergen,Undirected,THE CHARLIE MCCARTHY SHOW
Anita Gordon,Jim Ameche,Undirected,THE CHARLIE MCCARTHY SHOW
Anita Gordon,Pat Patrick,Undirected,THE CHARLIE MCCARTHY SHOW
Anita Gordon,Wendell Niles,Undirected,THE CHARLIE MCCARTHY SHOW
Charlie Mccarthy,Edgar Bergen,Undirected,THE CHARLIE MCCARTHY SHOW
Charlie Mccarthy,Jim Ameche,Undirected,THE CHARLIE MCCARTHY SHOW
Charlie Mccarthy,Pat Patrick,Undirected,THE CHARLIE MCCARTHY SHOW
Charlie Mccarthy,Wendell Niles,Undirected,THE CHARLIE MCCARTHY SHOW
Edgar Bergen,Jim Ameche,Undirected,THE CHARLIE MCCARTHY SHOW
Edgar Bergen,Pat Patrick,Undirected,THE CHARLIE MCCARTHY SHOW
Edgar Bergen,Wendell Niles,Undirected,THE CHARLIE MCCARTHY SHOW
Jim Ameche,Pat Patrick,Undirected,THE CHARLIE MCCARTHY SHOW
Jim Ameche,Wendell Niles,Undirected,THE CHARLIE MCCARTHY SHOW
Pat Patrick,Wendell Niles,Undirected,THE CHARLIE MCCARTHY SHOW
Charlie Ruggles,Harlow Wilcox,Undirected,THE CHARLIE RUGGLES SHOW
Jo Stafford,Johnny Mercer,Undirected,THE CHESTERFIELD MUSIC SHOP
Jo Stafford,June Hutton,Undirected,THE CHESTERFIELD MUSIC SHOP
Jo Stafford,Paul Weston Orchestra,Undirected,THE CHESTERFIELD MUSIC SHOP
Jo Stafford,The Pied Pipers,Undirected,THE CHESTERFIELD MUSIC SHOP
Jo Stafford,Wendell Niles,Undirected,THE CHESTERFIELD MUSIC SHOP
Johnny Mercer,June Hutton,Undirected,THE CHESTERFIELD MUSIC SHOP
Johnny Mercer,Paul Weston Orchestra,Undirected,THE CHESTERFIELD MUSIC SHOP
Johnny Mercer,The Pied Pipers,Undirected,THE CHESTERFIELD MUSIC SHOP
Johnny Mercer,Wendell Niles,Undirected,THE CHESTERFIELD MUSIC SHOP
June Hutton,Paul Weston Orchestra,Undirected,THE CHESTERFIELD MUSIC SHOP
June Hutton,The Pied Pipers,Undirected,THE CHESTERFIELD MUSIC SHOP
June Hutton,Wendell Niles,Undirected,THE CHESTERFIELD MUSIC SHOP
Paul Weston Orchestra,The Pied Pipers,Undirected,THE CHESTERFIELD MUSIC SHOP
Paul Weston Orchestra,Wendell Niles,Undirected,THE CHESTERFIELD MUSIC SHOP
The Pied Pipers,Wendell Niles,Undirected,THE CHESTERFIELD MUSIC SHOP
Jo Stafford,Martin Block,Undirected,THE CHESTERFIELD SUPPER CLUB
Jo Stafford,Perry Como,Undirected,THE CHESTERFIELD SUPPER CLUB
Martin Block,Perry Como,Undirected,THE CHESTERFIELD SUPPER CLUB
Carole Lombard,Cary Grant,Undirected,THE CIRCLE
Carole Lombard,Chico Marx,Undirected,THE CIRCLE
Carole Lombard,Gordon Fraser,Undirected,THE CIRCLE
Carole Lombard,Groucho Marx,Undirected,THE CIRCLE
Carole Lombard,Ronald Colman,Undirected,THE CIRCLE
Cary Grant,Chico Marx,Undirected,THE CIRCLE
Cary Grant,Gordon Fraser,Undirected,THE CIRCLE
Cary Grant,Groucho Marx,Undirected,THE CIRCLE
Cary Grant,Ronald Colman,Undirected,THE CIRCLE
Chico Marx,Gordon Fraser,Undirected,THE CIRCLE
Chico Marx,Groucho Marx,Undirected,THE CIRCLE
Chico Marx,Ronald Colman,Undirected,THE CIRCLE
Gordon Fraser,Groucho Marx,Undirected,THE CIRCLE
Gordon Fraser,Ronald Colman,Undirected,THE CIRCLE
Groucho Marx,Ronald Colman,Undirected,THE CIRCLE
Harry Lang,Jack Mather,Undirected,THE CISCO KID
Cathy Lewis,Elliott Lewis,Undirected,THE CLOCK
Cathy Lewis,Gene Kirby,Undirected,THE CLOCK
Elliott Lewis,Gene Kirby,Undirected,THE CLOCK
Eve Mcveagh,Vic Perrin,Undirected,THE CLYDE BEATTY SHOW
Hope Emerson,William Demarest,Undirected,THE COBBS
Alois Havrilla,Donald Novis,Undirected,THE COLGATE HOUSE PARTY
Alois Havrilla,Frances Langford,Undirected,THE COLGATE HOUSE PARTY
Alois Havrilla,Joe Cook,Undirected,THE COLGATE HOUSE PARTY
Donald Novis,Frances Langford,Undirected,THE COLGATE HOUSE PARTY
Donald Novis,Joe Cook,Undirected,THE COLGATE HOUSE PARTY
Frances Langford,Joe Cook,Undirected,THE COLGATE HOUSE PARTY
Jack Lafrandre,John Mallow,Undirected,THE COMEDY PLAYHOUSE
Bobby Doyle,Connee Boswell,Undirected,THE CONNEE BOSWELL SHOW
Bobby Doyle,Jack Mccarthy,Undirected,THE CONNEE BOSWELL SHOW
Bobby Doyle,Ted Husing,Undirected,THE CONNEE BOSWELL SHOW
Connee Boswell,Jack Mccarthy,Undirected,THE CONNEE BOSWELL SHOW
Connee Boswell,Ted Husing,Undirected,THE CONNEE BOSWELL SHOW
Jack Mccarthy,Ted Husing,Undirected,THE CONNEE BOSWELL SHOW
Betty Lou Gerson,Carlton Young,Undirected,THE COUNT OF MONTE CRISTO
Jack Callahan,Patricia Dunlap,Undirected,THE CRIME FILES OF FLAMOND
Jack Callahan,William Everett,Undirected,THE CRIME FILES OF FLAMOND
Patricia Dunlap,William Everett,Undirected,THE CRIME FILES OF FLAMOND
Harlow Wilcox,Jeff Corey,Undirected,THE CURTAIN OF TIME
Danny Kaye,Eve Arden,Undirected,THE DANNY KAYE SHOW
Danny Kaye,Harry James And His Music Makers,Undirected,THE DANNY KAYE SHOW
Danny Kaye,Lional Stander,Undirected,THE DANNY KAYE SHOW
Eve Arden,Harry James And His Music Makers,Undirected,THE DANNY KAYE SHOW
Eve Arden,Lional Stander,Undirected,THE DANNY KAYE SHOW
Harry James And His Music Makers,Lional Stander,Undirected,THE DANNY KAYE SHOW
Gabriel Blunt,Monica Gray,Undirected,THE DAY OF THE TRIFFIDS
Gabriel Blunt,Patrick Barr,Undirected,THE DAY OF THE TRIFFIDS
Monica Gray,Patrick Barr,Undirected,THE DAY OF THE TRIFFIDS
Pinky Lee,Swing Choir,Undirected,THE DON AMECHE SHOW
Pinky Lee,Truman Bradley,Undirected,THE DON AMECHE SHOW
Swing Choir,Truman Bradley,Undirected,THE DON AMECHE SHOW
Don Ameche,Jonell Jones,Undirected,THE DRENE SHOW
Don Ameche,Pinky Lee,Undirected,THE DRENE SHOW
Jonell Jones,Pinky Lee,Undirected,THE DRENE SHOW
Goodman Ace,Jane Ace,Undirected,THE EASY ACES
Ed East,Jack Costello,Undirected,THE EDDIE AND RALPH SHOW
Ed East,Ralph Dumke,Undirected,THE EDDIE AND RALPH SHOW
Jack Costello,Ralph Dumke,Undirected,THE EDDIE AND RALPH SHOW
Ann Ruthford,Eddie Bracken,Undirected,THE EDDIE BRACKEN SHOW
Ann Ruthford,Janet Waldo,Undirected,THE EDDIE BRACKEN SHOW
Ann Ruthford,Jimmy Wallington,Undirected,THE EDDIE BRACKEN SHOW
Ann Ruthford,William Demarest,Undirected,THE EDDIE BRACKEN SHOW
Eddie Bracken,Janet Waldo,Undirected,THE EDDIE BRACKEN SHOW
Eddie Bracken,Jimmy Wallington,Undirected,THE EDDIE BRACKEN SHOW
Eddie Bracken,William Demarest,Undirected,THE EDDIE BRACKEN SHOW
Janet Waldo,Jimmy Wallington,Undirected,THE EDDIE BRACKEN SHOW
Janet Waldo,William Demarest,Undirected,THE EDDIE BRACKEN SHOW
Jimmy Wallington,William Demarest,Undirected,THE EDDIE BRACKEN SHOW
Harvey Hayes,Ted Pearson,Undirected,THE EMPIRE BUILDERS
Henry Weber Orchestra,Nancy Carr,Undirected,THE ENCHANTED HOUR
4 Little Sisters,Andy Williams,Undirected,THE FEELING IS MUTUAL
4 Little Sisters,Ed Stevens,Undirected,THE FEELING IS MUTUAL
4 Little Sisters,Harry Zimmerman Orchestra,Undirected,THE FEELING IS MUTUAL
Andy Williams,Ed Stevens,Undirected,THE FEELING IS MUTUAL
Andy Williams,Harry Zimmerman Orchestra,Undirected,THE FEELING IS MUTUAL
Ed Stevens,Harry Zimmerman Orchestra,Undirected,THE FEELING IS MUTUAL
Charles Henderson's Singing Razorbacks,Donald Novis,Undirected,THE FIRE CHIEF CONCERT
Charles Henderson's Singing Razorbacks,Gloria Grafton,Undirected,THE FIRE CHIEF CONCERT
Charles Henderson's Singing Razorbacks,Louis A. Witten,Undirected,THE FIRE CHIEF CONCERT
Donald Novis,Gloria Grafton,Undirected,THE FIRE CHIEF CONCERT
Donald Novis,Louis A. Witten,Undirected,THE FIRE CHIEF CONCERT
Gloria Grafton,Louis A. Witten,Undirected,THE FIRE CHIEF CONCERT
Barbara Luddy,Olan Soule,Undirected,THE FIRST NIGHTER PROGRAM
Bob Jellison,Don Cornell,Undirected,THE FOUNTAIN OF FUN
Bob Jellison,Phil Brito,Undirected,THE FOUNTAIN OF FUN
Bob Jellison,The Thrasher Sisters,Undirected,THE FOUNTAIN OF FUN
Don Cornell,Phil Brito,Undirected,THE FOUNTAIN OF FUN
Don Cornell,The Thrasher Sisters,Undirected,THE FOUNTAIN OF FUN
Phil Brito,The Thrasher Sisters,Undirected,THE FOUNTAIN OF FUN
Frank Fontaine,Harry Von Zell,Undirected,THE FRANK FONTAINE SHOW
Frank Fontaine,The Fontaine Children,Undirected,THE FRANK FONTAINE SHOW
Frank Fontaine,Cass Daley,Undirected,THE FRANK FONTAINE SHOW
Frank Fontaine,Eric Blore,Undirected,THE FRANK FONTAINE SHOW
Frank Fontaine,Harlow Wilcox,Undirected,THE FRANK FONTAINE SHOW
Frank Fontaine,Robert Young,Undirected,THE FRANK FONTAINE SHOW
Harry Von Zell,The Fontaine Children,Undirected,THE FRANK FONTAINE SHOW
Harry Von Zell,Cass Daley,Undirected,THE FRANK FONTAINE SHOW
Harry Von Zell,Eric Blore,Undirected,THE FRANK FONTAINE SHOW
Harry Von Zell,Harlow Wilcox,Undirected,THE FRANK FONTAINE SHOW
Harry Von Zell,Robert Young,Undirected,THE FRANK FONTAINE SHOW
The Fontaine Children,Cass Daley,Undirected,THE FRANK FONTAINE SHOW
The Fontaine Children,Eric Blore,Undirected,THE FRANK FONTAINE SHOW
The Fontaine Children,Harlow Wilcox,Undirected,THE FRANK FONTAINE SHOW
The Fontaine Children,Robert Young,Undirected,THE FRANK FONTAINE SHOW
Cass Daley,Eric Blore,Undirected,THE FRANK FONTAINE SHOW
Cass Daley,Harlow Wilcox,Undirected,THE FRANK FONTAINE SHOW
Cass Daley,Robert Young,Undirected,THE FRANK FONTAINE SHOW
Eric Blore,Harlow Wilcox,Undirected,THE FRANK FONTAINE SHOW
Eric Blore,Robert Young,Undirected,THE FRANK FONTAINE SHOW
Harlow Wilcox,Robert Young,Undirected,THE FRANK FONTAINE SHOW
Andre Baruch,Frank Parker,Undirected,THE FRANK PARKER SHOW
Fred Allen,Ken Roberts,Undirected,THE FRED ALLEN SHOW
Fred Allen,Portland Hoffa,Undirected,THE FRED ALLEN SHOW
Ken Roberts,Portland Hoffa,Undirected,THE FRED ALLEN SHOW
Andre Baruch,Fred Waring,Undirected,THE FRED WARING SHOW
Al Goodman,The Revelers,Undirected,THE GOOD GULF PROGRAM
Al Goodman,Will Rogers,Undirected,THE GOOD GULF PROGRAM
The Revelers,Will Rogers,Undirected,THE GOOD GULF PROGRAM
Earle Ross,Harold Peary,Undirected,THE GREAT GILDERSLEEVE
Earle Ross,Lillian Randolph,Undirected,THE GREAT GILDERSLEEVE
Earle Ross,Richard Le Grand,Undirected,THE GREAT GILDERSLEEVE
Earle Ross,Walter Tetley,Undirected,THE GREAT GILDERSLEEVE
Earle Ross,Willard Waterman,Undirected,THE GREAT GILDERSLEEVE
Harold Peary,Lillian Randolph,Undirected,THE GREAT GILDERSLEEVE
Harold Peary,Richard Le Grand,Undirected,THE GREAT GILDERSLEEVE
Harold Peary,Walter Tetley,Undirected,THE GREAT GILDERSLEEVE
Harold Peary,Willard Waterman,Undirected,THE GREAT GILDERSLEEVE
Lillian Randolph,Richard Le Grand,Undirected,THE GREAT GILDERSLEEVE
Lillian Randolph,Walter Tetley,Undirected,THE GREAT GILDERSLEEVE
Lillian Randolph,Willard Waterman,Undirected,THE GREAT GILDERSLEEVE
Richard Le Grand,Walter Tetley,Undirected,THE GREAT GILDERSLEEVE
Richard Le Grand,Willard Waterman,Undirected,THE GREAT GILDERSLEEVE
Walter Tetley,Willard Waterman,Undirected,THE GREAT GILDERSLEEVE
Larry Thor,Paul Frees,Undirected,THE GREEN LAMA
Cliff Howell,Jack Lescoulie,Undirected,THE GROUCH CLUB
Benita Hume,Ronald Colman,Undirected,THE HALLS OF IVY
Billy Jones,Ernie Hare,Undirected,THE HAPPINESS BOYS
Fay Holden,Lewis Stone,Undirected,THE HARDY FAMILY
Fay Holden,Mickey Rooney,Undirected,THE HARDY FAMILY
Lewis Stone,Mickey Rooney,Undirected,THE HARDY FAMILY
Charlie Mountain,Hugh Downs,Undirected,THE HARRY REVEL SHOW
James Melton,Raymond Massey,Undirected,THE HARVEST OF STARS
Cliff Arquette,Frederick Shields,Undirected,THE HONORABLE ARCHIE
Cliff Arquette,Martha Wentworth,Undirected,THE HONORABLE ARCHIE
Cliff Arquette,Mitzie Lamar,Undirected,THE HONORABLE ARCHIE
Cliff Arquette,Reginald Sharland,Undirected,THE HONORABLE ARCHIE
Cliff Arquette,Sylvia Jones,Undirected,THE HONORABLE ARCHIE
Frederick Shields,Martha Wentworth,Undirected,THE HONORABLE ARCHIE
Frederick Shields,Mitzie Lamar,Undirected,THE HONORABLE ARCHIE
Frederick Shields,Reginald Sharland,Undirected,THE HONORABLE ARCHIE
Frederick Shields,Sylvia Jones,Undirected,THE HONORABLE ARCHIE
Martha Wentworth,Mitzie Lamar,Undirected,THE HONORABLE ARCHIE
Martha Wentworth,Reginald Sharland,Undirected,THE HONORABLE ARCHIE
Martha Wentworth,Sylvia Jones,Undirected,THE HONORABLE ARCHIE
Mitzie Lamar,Reginald Sharland,Undirected,THE HONORABLE ARCHIE
Mitzie Lamar,Sylvia Jones,Undirected,THE HONORABLE ARCHIE
Reginald Sharland,Sylvia Jones,Undirected,THE HONORABLE ARCHIE
Arnold Stang,Gertrude Berg,Undirected,THE HOUSE OF GLASS
Arnold Stang,Joseph Buloff,Undirected,THE HOUSE OF GLASS
Gertrude Berg,Joseph Buloff,Undirected,THE HOUSE OF GLASS
Howard Claney,Jack Benny,Undirected,THE JACK BENNY SHOW
Eddie Dunn,Tony Motolla,Undirected,THE JACK BERCH SHOW
Jack Haley,Warren Hull,Undirected,THE JACK HALEY SHOW
Billy Gray,Frank Nelson,Undirected,THE JACK KIRKWOOD SHOW
Billy Gray,Gene La Valle,Undirected,THE JACK KIRKWOOD SHOW
Billy Gray,Jack Kirkwood,Undirected,THE JACK KIRKWOOD SHOW
Billy Gray,Jimmy Wallington,Undirected,THE JACK KIRKWOOD SHOW
Billy Gray,Lillian Lee,Undirected,THE JACK KIRKWOOD SHOW
Billy Gray,Mel Blanc,Undirected,THE JACK KIRKWOOD SHOW
Billy Gray,Ruth Perrott,Undirected,THE JACK KIRKWOOD SHOW
Frank Nelson,Gene La Valle,Undirected,THE JACK KIRKWOOD SHOW
Frank Nelson,Jack Kirkwood,Undirected,THE JACK KIRKWOOD SHOW
Frank Nelson,Jimmy Wallington,Undirected,THE JACK KIRKWOOD SHOW
Frank Nelson,Lillian Lee,Undirected,THE JACK KIRKWOOD SHOW
Frank Nelson,Mel Blanc,Undirected,THE JACK KIRKWOOD SHOW
Frank Nelson,Ruth Perrott,Undirected,THE JACK KIRKWOOD SHOW
Gene La Valle,Jack Kirkwood,Undirected,THE JACK KIRKWOOD SHOW
Gene La Valle,Jimmy Wallington,Undirected,THE JACK KIRKWOOD SHOW
Gene La Valle,Lillian Lee,Undirected,THE JACK KIRKWOOD SHOW
Gene La Valle,Mel Blanc,Undirected,THE JACK KIRKWOOD SHOW
Gene La Valle,Ruth Perrott,Undirected,THE JACK KIRKWOOD SHOW
Jack Kirkwood,Jimmy Wallington,Undirected,THE JACK KIRKWOOD SHOW
Jack Kirkwood,Lillian Lee,Undirected,THE JACK KIRKWOOD SHOW
Jack Kirkwood,Mel Blanc,Undirected,THE JACK KIRKWOOD SHOW
Jack Kirkwood,Ruth Perrott,Undirected,THE JACK KIRKWOOD SHOW
Jimmy Wallington,Lillian Lee,Undirected,THE JACK KIRKWOOD SHOW
Jimmy Wallington,Mel Blanc,Undirected,THE JACK KIRKWOOD SHOW
Jimmy Wallington,Ruth Perrott,Undirected,THE JACK KIRKWOOD SHOW
Lillian Lee,Mel Blanc,Undirected,THE JACK KIRKWOOD SHOW
Lillian Lee,Ruth Perrott,Undirected,THE JACK KIRKWOOD SHOW
Mel Blanc,Ruth Perrott,Undirected,THE JACK KIRKWOOD SHOW
Hy Averback,Jack Paar,Undirected,THE JACK PAAR SHOW
Ed Wynn,James Melton,Undirected,THE JAMES MELTON SHOW
Jane Pickens,Tex Antoine,Undirected,THE JANE PICKENS SHOW
Howard Petrie,Jimmy Durante,Undirected,THE JIMMY DURANTE SHOW
Howard Petrie,Ruth Etting,Undirected,THE JIMMY DURANTE SHOW
Jimmy Durante,Ruth Etting,Undirected,THE JIMMY DURANTE SHOW
Ben Gage,Joan Davis,Undirected,THE JOAN DAVIS SHOW
Clifton Young,George O'hanlon,Undirected,THE JOE MCDOAKS SHOW
Clifton Young,Marcie Mcguire,Undirected,THE JOE MCDOAKS SHOW
George O'hanlon,Marcie Mcguire,Undirected,THE JOE MCDOAKS SHOW
Bill Goodwin,Joe Penner,Undirected,THE JOE PENNER SHOW
Clarence Cassell,John Dehner,Undirected,THE JUDGE
Clarence Cassell,Larry Dobkin,Undirected,THE JUDGE
John Dehner,Larry Dobkin,Undirected,THE JUDGE
Jeff Chandler,Jimmy Dorsey,Undirected,THE JUDY CANOVA SHOW
Jeff Chandler,Johnny Desmond,Undirected,THE JUDY CANOVA SHOW
Jeff Chandler,Judy Canova,Undirected,THE JUDY CANOVA SHOW
Jeff Chandler,Paul Nero,Undirected,THE JUDY CANOVA SHOW
Jeff Chandler,Perry Botkin,Undirected,THE JUDY CANOVA SHOW
Jeff Chandler,Rudy Wissler,Undirected,THE JUDY CANOVA SHOW
Jeff Chandler,The Mello-men,Undirected,THE JUDY CANOVA SHOW
Jeff Chandler,Tommy Dorsey,Undirected,THE JUDY CANOVA SHOW
Jimmy Dorsey,Johnny Desmond,Undirected,THE JUDY CANOVA SHOW
Jimmy Dorsey,Judy Canova,Undirected,THE JUDY CANOVA SHOW
Jimmy Dorsey,Paul Nero,Undirected,THE JUDY CANOVA SHOW
